combination_mpg,cylinders,displacement,Make,Model,Year,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,MSRP
22,6.0,3.6,cadillac,xt5,2017,310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,51895
22,6.0,3.6,cadillac,xt5,2017,310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,38995
22,6.0,3.6,cadillac,xt5,2017,310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,47390
22,6.0,3.6,cadillac,xt5,2017,310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,44895
22,6.0,3.6,cadillac,xt5,2017,310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,54390
36,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,14795
36,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,12995
36,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,14195
36,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,15995
36,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,16495
39,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,14795
39,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,12995
39,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,14195
39,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,15995
39,3.0,1.2,mitsubishi,mirage,2017,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,16495
22,6.0,3.6,chrysler,pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Passenger Minivan,42495
22,6.0,3.6,chrysler,pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,30495
22,6.0,3.6,chrysler,pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,28595
22,6.0,3.6,chrysler,pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,37895
22,6.0,3.6,chrysler,pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,34495
112,,,mitsubishi,i-miev,2017,66.0,,DIRECT_DRIVE,rear wheel drive,4.0,Hatchback,Compact,4dr Hatchback,22995
17,10.0,5.2,audi,r8,2017,540.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,162900
17,10.0,5.2,audi,r8,2017,610.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,189900
28,4.0,2.0,audi,a4,2017,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,37300
28,4.0,2.0,audi,a4,2017,190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,34900
28,4.0,2.0,audi,a4,2017,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,48000
28,4.0,2.0,audi,a4,2017,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,43200
28,4.0,2.0,audi,a4,2017,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,41100
28,4.0,2.0,audi,a4,2017,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,45900
28,4.0,2.0,audi,a4,2017,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,39400
28,4.0,2.0,audi,a4,2017,190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,38700
28,4.0,2.0,audi,a4,2017,190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,37850
28,4.0,2.0,audi,a4,2017,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,42350
23,4.0,2.0,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,39995
23,4.0,2.0,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,26695
23,4.0,2.0,subaru,wrx,2017,268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,30195
23,4.0,2.0,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,39995
23,4.0,2.0,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,30995
23,4.0,2.0,subaru,wrx,2017,268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,32195
23,4.0,2.0,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,28995
23,4.0,2.0,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,35195
21,4.0,2.0,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,39995
21,4.0,2.0,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,26695
21,4.0,2.0,subaru,wrx,2017,268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,30195
21,4.0,2.0,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,39995
21,4.0,2.0,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,30995
21,4.0,2.0,subaru,wrx,2017,268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,32195
21,4.0,2.0,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,28995
21,4.0,2.0,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,35195
19,4.0,2.5,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,39995
19,4.0,2.5,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,26695
19,4.0,2.5,subaru,wrx,2017,268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,30195
19,4.0,2.5,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,39995
19,4.0,2.5,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,30995
19,4.0,2.5,subaru,wrx,2017,268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,32195
19,4.0,2.5,subaru,wrx,2017,268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,28995
19,4.0,2.5,subaru,wrx,2017,305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,35195
